FIPS,emp_total_county_naics,emp_occupation,emp,qp1,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
48053,71815,717.9261482528792,71815,836758,4098025,7509,3644,1222,582,30,0,0,0,0,0,0,0,0,0
48055,21597,200.27671859346273,21597,217659,1013716,2824,1941,254,51,78,0,0,0,0,0,0,0,0,0
48057,152404,1084.3209168482351,152404,3150847,13254368,1876,601,154,30,136,21,0,0,0,0,0,0,0,0
48059,4769,57.97704756607803,4769,69377,307110,744,453,0,0,0,0,0,0,0,0,0,0,0,0
48061,356431,2652.5493941224127,356431,2995749,13934425,20384,10309,3010,2994,1196,56,366,0,0,0,0,0,0,0
48063,4738,40.5065823458858,4738,48675,251038,613,256,0,0,0,0,0,0,0,0,0,0,0,0
48065,3073,16.76915627000714,3073,48217,436259,128,32,0,0,0,0,0,0,0,0,0,0,0,0
48067,8559,161.29628367773765,8559,118164,534818,1241,583,240,0,0,0,0,0,0,0,0,0,0,0
48069,3483,54.442798734091916,3483,38228,182273,523,75,0,0,0,0,0,0,0,0,0,0,0,0
48071,105367,874.6111898823742,105367,2351686,9150821,3333,1229,539,140,60,0,0,0,0,0,0,0,0,0
48073,64640,579.2120160959109,64640,579900,2626919,3518,1169,296,40,21,0,0,0,0,0,0,0,0,0
48075,1386,16.34819753532007,1386,22334,99443,218,56,0,0,0,0,0,0,0,0,0,0,0,0
48077,427,7.592700173674686,427,4035,17291,189,163,0,0,0,0,0,0,0,0,0,0,0,0
48081,187,8.029008613474806,187,1452,5841,33,0,33,0,0,0,0,0,0,0,0,0,0,0
48083,2058,26.086772623596875,2058,20978,101404,383,231,76,0,0,0,0,0,0,0,0,0,0,0
48085,1810363,11396.588204069558,1736493,28138137,124876084,91130,49886,13436,10515,7332,3098,2217,289,0,0,0,0,0,0
48087,56,2.730540877687386,56,658,2877,21,21,0,0,0,0,0,0,0,0,0,0,0,0
48089,21304,334.8634421830779,21304,269396,1239016,2130,1173,231,157,66,0,0,0,0,0,0,0,0,0
48091,334699,2700.4953188451464,334699,4064739,18662390,21491,10848,3542,2398,1443,399,84,0,0,0,0,0,0,0
48093,4538,81.15916900198593,4538,46367,230795,667,291,48,0,0,0,0,0,0,0,0,0,0,0
48095,426,7.113150101048727,426,4470,14922,90,36,0,0,0,0,0,0,0,0,0,0,0,0
48097,72705,866.7191544751479,72705,801570,3928110,4874,2043,610,360,134,60,0,0,0,0,0,0,0,0
48099,20414,209.34853622328964,20414,209040,914812,2376,1271,452,160,0,0,0,0,0,0,0,0,0,0
48103,4285,56.37591723703492,4285,129645,692480,200,100,0,0,0,0,0,0,0,0,0,0,0,0
48105,2869,36.64963255953995,2869,48601,167441,471,230,80,0,0,0,0,0,0,0,0,0,0,0
48107,2662,19.89414069106169,2662,51068,385608,184,0,0,0,0,0,0,0,0,0,0,0,0,0
48111,6233,66.55913765518096,6233,82638,800825,694,308,39,0,0,0,0,0,0,0,0,0,0,0
48113,10090820,65698.54872426217,9089657,161928262,642062484,293016,131780,46496,38521,35462,18814,11678,3519,810,155,105,0,0,30
48115,12211,186.36249163965346,12211,142151,637479,1253,544,204,54,100,0,0,0,0,0,0,0,0,0
48117,16658,179.5592783977516,16658,224676,948018,1340,258,262,87,0,0,0,0,0,0,0,0,0,0
48121,1426719,11426.466150830833,1306465,17752507,78028224,70220,39540,10308,7589,5238,1971,1083,300,0,0,0,0,0,0
48123,13583,202.81259552365643,13583,181620,904651,1748,858,141,120,18,0,0,0,0,0,0,0,0,0
48127,24362,362.8231399439696,24362,362178,1554583,886,217,236,140,100,0,0,0,0,0,0,0,0,0
48131,8692,107.86427021472203,8692,125785,545946,610,315,60,0,0,0,0,0,0,0,0,0,0,0
48133,36034,577.9197848831046,36034,649908,3321339,1749,741,192,0,21,0,0,0,0,0,0,0,0,0
48135,529474,5547.2209394464635,485764,8011165,36630060,31246,12529,5840,5351,4003,1241,409,0,0,0,0,0,0,0
48137,60,1.2719101359499976,60,516,2013,12,9,0,0,0,0,0,0,0,0,0,0,0,0
48139,375443,3448.07716930445,369746,4583878,20633296,20457,10350,3231,1971,1073,306,526,0,0,0,0,0,0,0
48141,1281812,9041.149083760214,1251505,11569003,49147296,64850,31694,12092,7988,5647,1640,1825,324,0,0,0,0,0,0
48143,62197,597.9299451679312,62197,722415,3399349,4576,2112,822,363,152,0,0,0,0,0,0,0,0,0
48145,1142,31.895654406186488,1142,11829,58745,206,112,0,0,0,0,0,0,0,0,0,0,0,0
48147,20809,239.50261723263773,20809,230863,999731,1647,791,111,181,66,0,0,0,0,0,0,0,0,0
48149,29648,349.019263412473,29648,387099,1844957,2893,1380,351,0,28,0,0,0,0,0,0,0,0,0
48153,2237,21.67017871789001,2237,35260,150766,221,32,0,0,0,0,0,0,0,0,0,0,0,0
48157,1111897,8671.8367432908,1058300,15323323,68026655,60210,36064,8337,5156,4556,1413,709,30,0,0,0,0,0,0
48159,1045,23.566276825120788,1045,8268,40531,243,97,0,0,0,0,0,0,0,0,0,0,0,0
48161,9401,169.6710768105472,9401,137751,561197,1239,570,156,0,100,0,0,0,0,0,0,0,0,0
48163,33740,481.4809136541892,33740,455919,1781207,1285,542,188,60,105,0,0,48,0,0,0,0,0,0
48165,40550,376.7110806546913,40550,599958,2642675,3375,1910,372,115,60,0,0,0,0,0,0,0,0,0
48167,444947,3883.95660941968,431035,7444038,29445449,25355,13433,3982,2901,2067,264,245,0,0,0,0,0,0,0
48169,5342,73.95016010151816,5342,73217,349642,605,181,190,0,0,0,0,0,0,0,0,0,0,0
48171,31945,236.84160768079192,31945,382216,1849020,4509,2332,558,60,80,0,0,0,0,0,0,0,0,0
48173,3005,44.78040401043574,3005,112425,447845,140,60,0,0,0,0,0,0,0,0,0,0,0,0
48175,2868,30.738376346742406,2868,75188,233871,301,100,100,0,0,0,0,0,0,0,0,0,0,0
48177,9407,126.00693554057554,9407,124429,547089,1142,456,114,0,0,0,0,0,0,0,0,0,0,0
48179,34159,368.21363995639615,34159,495286,2095308,2511,1037,335,100,120,0,0,0,0,0,0,0,0,0
48181,162433,1481.1080598097665,162433,1889885,8832221,11941,5569,2384,1327,515,0,0,0,0,0,0,0,0,0
48183,645238,5914.077358865071,465698,5745665,26117268,23440,8594,4966,3628,2353,380,330,0,0,0,0,0,0,0
48185,102358,956.604442057825,71808,1107647,4887371,2953,1351,140,110,114,0,0,0,0,0,0,0,0,0
48187,235955,1852.1259158428136,235955,3037791,13745465,13086,6390,1872,1355,943,0,141,0,0,0,0,0,0,0
48189,22033,212.29186401281396,22033,289552,1158383,2076,941,376,297,114,0,0,0,0,0,0,0,0,0
48193,1672,24.591076895800402,1672,16095,70471,421,211,52,0,0,0,0,0,0,0,0,0,0,0
48195,4313,47.15521679111155,4313,57991,272133,557,168,0,0,0,0,0,0,0,0,0,0,0,0
48197,198,10.121346076786748,198,1550,7763,73,55,0,0,0,0,0,0,0,0,0,0,0,0
48199,58586,513.603082893096,58586,820140,3542841,3926,1832,660,260,102,0,0,0,0,0,0,0,0,0
48201,21730668,177745.32990959127,15090948,288503586,1181086738,553616,254835,91122,77105,66621,30374,20778,6096,1742,446,85,100,0,0
48203,176527,1951.3183471257498,176527,2473133,10545523,7948,3357,684,881,222,80,0,0,0,0,0,0,0,0
48205,6977,71.2900760173001,6977,88529,329791,492,36,0,111,0,0,0,0,0,0,0,0,0,0
48207,731,21.044449431940745,731,5294,24107,180,108,0,0,0,0,0,0,0,0,0,0,0,0
48209,310529,2069.8122359520853,302685,3464663,16170933,23457,13164,3656,2216,1223,344,30,0,0,0,0,0,0,0
48211,5650,81.19556780377957,5650,106542,393208,501,161,0,0,0,0,0,0,0,0,0,0,0,0
48213,82405,727.9352890988666,82405,888806,3905960,5735,2966,687,420,113,0,0,0,0,0,0,0,0,0
48215,625576,4929.563767860993,623244,5740202,25737393,38625,19652,7177,4319,2940,744,624,162,0,0,0,0,0,0
48217,43937,283.4735493142141,43937,456753,2206865,2647,1216,179,110,0,0,0,0,0,0,0,0,0,0
48219,42172,587.6396602916591,42172,717746,3509668,2610,1130,150,300,255,0,0,0,0,0,0,0,0,0
48221,59753,612.633635183174,59753,732373,3205522,7018,4111,755,555,236,21,0,0,0,0,0,0,0,0
48223,76156,665.0573501779903,76156,757951,3467052,3318,1313,340,168,144,0,0,0,0,0,0,0,0,0
48225,7966,111.8808347474139,7966,78545,352994,844,320,68,0,0,0,0,0,0,0,0,0,0,0
48227,35685,436.19583208944005,35685,529694,2556849,2913,1052,537,451,157,60,0,0,0,0,0,0,0,0
48231,104116,876.6979557299431,104116,1088094,4626245,8469,4531,1314,569,276,21,0,0,0,0,0,0,0,0
48233,30907,304.407000279679,30907,631094,2863808,1982,719,451,111,0,0,0,0,0,0,0,0,0,0
48235,3144,46.0933653536994,3144,59091,251988,223,60,123,0,0,0,0,0,0,0,0,0,0,0
48237,6872,92.4308702301211,6872,123090,479896,969,608,48,60,0,0,0,0,0,0,0,0,0,0
48239,17325,190.96199106540698,17325,206764,998008,1563,767,132,0,0,0,0,0,0,0,0,0,0,0
48241,17855,207.39647231509107,17855,188010,1007381,1857,691,268,236,18,0,0,0,0,0,0,0,0,0
48245,810705,6647.397746441554,718311,15016268,60467497,24102,8455,3609,3596,3173,1237,505,0,0,0,0,0,0,0
48247,132,2.5158194862413534,132,4191,13453,33,0,0,0,0,0,0,0,0,0,0,0,0,0
48249,45300,641.888929619413,45300,644056,2856362,4412,2238,512,411,392,80,0,0,0,0,0,0,0,0
48251,393713,3481.330395751828,367957,4259364,18789510,21204,10181,4031,1994,941,157,447,0,0,0,0,0,0,0
48253,4584,60.05075936149808,4584,59032,259760,682,198,0,0,0,0,0,0,0,0,0,0,0,0
48255,49265,690.5951837134546,49265,1201443,4154067,1563,454,211,60,60,60,0,0,0,0,0,0,0,0
48257,215664,2093.9402568252835,215664,2865470,12577121,14280,7638,1860,1363,832,63,0,0,0,0,0,0,0,0
48259,69556,613.5948320678054,69556,978731,4621420,6204,3176,630,472,141,0,21,0,0,0,0,0,0,0
48261,4290,75.56822449514385,4290,81780,335625,222,0,0,0,0,0,0,0,0,0,0,0,0,0
48265,60805,520.7514119343956,60805,666134,3105419,6117,3211,1002,382,200,0,0,0,0,0,0,0,0,0
48267,240,8.030927688238677,240,1770,6946,82,64,0,0,0,0,0,0,0,0,0,0,0,0
48273,10363,126.53821083838768,10363,109619,441741,932,469,109,0,30,0,0,0,0,0,0,0,0,0
48275,2393,29.59933513197833,2393,34641,207800,240,21,108,0,0,0,0,0,0,0,0,0,0,0
48277,127462,1276.178868240732,127462,1347429,6365291,5682,2754,585,280,211,0,99,0,0,0,0,0,0,0
48279,8485,96.07057732917431,8485,128806,587248,843,240,21,0,0,0,0,0,0,0,0,0,0,0
48281,18169,162.1517548896311,18169,183603,821329,2162,945,403,220,0,0,0,0,0,0,0,0,0,0
48283,6211,89.31896672361785,6211,108842,392398,403,100,0,121,0,0,0,0,0,0,0,0,0,0
48285,17475,197.7998816323131,17475,278930,1263424,1748,868,194,0,0,0,0,0,0,0,0,0,0,0
48287,46124,346.50888163154036,46124,775427,4325644,2374,1118,326,60,100,0,0,0,0,0,0,0,0,0
48289,15089,122.30299673270461,15089,182461,829596,942,469,54,0,0,0,0,0,0,0,0,0,0,0
48291,75216,987.4401896819028,75216,983989,4709185,5239,2624,626,318,115,100,0,0,0,0,0,0,0,0
48293,6306,128.11823250019415,6306,69138,314659,722,255,54,0,0,0,0,0,0,0,0,0,0,0
48295,1414,20.617801869131718,1414,19582,92984,224,99,0,60,0,0,0,0,0,0,0,0,0,0
48297,17354,185.89637757863,17354,518158,1870804,1108,339,60,147,60,0,0,0,0,0,0,0,0,0
48299,6921,67.32214614290648,6921,64861,298758,1366,758,329,0,0,0,0,0,0,0,0,0,0,0
48301,840,9.309128562473802,840,27555,137385,60,0,0,0,0,0,0,0,0,0,0,0,0,0
48303,546356,4739.7953232255195,487923,5547272,25021409,36650,17200,7266,4945,3738,867,126,0,0,0,0,0,0,0
48305,764,2.4947289716057446,764,6911,34283,63,12,0,0,0,0,0,0,0,0,0,0,0,0
48307,1357,23.998292728066524,1357,12076,53302,348,199,21,0,0,0,0,0,0,0,0,0,0,0
48309,684681,5319.912468745669,654225,7816700,34974308,27026,12016,4667,3396,2044,514,657,0,0,0,0,0,0,0
48311,590,11.054764853438222,590,13052,79267,87,0,0,0,0,0,0,0,0,0,0,0,0,0
48313,4791,104.5028865061506,4791,60353,275620,515,154,79,0,21,0,0,0,0,0,0,0,0,0
48315,3482,33.75907928003519,3482,90778,444299,132,21,0,0,0,0,0,0,0,0,0,0,0,0
48317,7543,63.56967707671135,7543,151268,588852,579,155,0,0,0,0,0,0,0,0,0,0,0,0
48319,985,10.387176303177808,985,10520,57438,222,92,0,0,0,0,0,0,0,0,0,0,0,0
48321,43820,401.2035811061841,43820,1501733,4644226,1705,714,98,30,0,0,0,0,0,0,0,0,0,0
48323,10350,164.94732065354836,10350,74480,352914,1766,974,288,65,0,0,0,0,0,0,0,0,0,0
48325,39684,376.1181412789595,39684,453533,2139641,3647,1918,597,180,81,21,0,0,0,0,0,0,0,0
48327,143,0.711804853749775,143,2519,10120,44,33,0,0,0,0,0,0,0,0,0,0,0,0
48329,909526,10479.949255111167,871883,20589518,86670001,43658,19148,7538,5739,5182,2017,973,160,60,0,0,0,0,0
48331,22301,224.05567151892788,22301,294013,1250685,1635,790,84,0,0,0,0,0,0,0,0,0,0,0
48333,369,10.502810091563445,369,3320,16242,66,0,0,0,0,0,0,0,0,0,0,0,0,0
48335,2727,45.00153691111921,2727,62035,210921,301,100,0,0,0,0,0,0,0,0,0,0,0,0
48337,11969,172.4566400205118,11969,172710,807636,1755,1122,128,80,45,0,0,0,0,0,0,0,0,0
48339,1190060,9730.791000350635,1080356,16945695,73367240,70588,37865,11715,8726,5329,1943,1235,0,0,0,0,0,0,0
48341,13695,134.79330638637373,13695,159791,743895,1496,568,290,75,0,0,0,0,0,0,0,0,0,0
48343,8401,126.78046561599663,8401,85128,393063,355,109,0,0,0,0,0,0,0,0,0,0,0,0
48347,60791,656.7240669134735,60791,691608,3122660,4553,1638,692,330,21,0,0,0,0,0,0,0,0,0
48349,88444,726.9105298937441,88444,818227,3575028,3800,1589,403,68,35,0,162,0,0,0,0,0,0,0
48351,732,44.726110516560595,732,8299,39648,139,45,35,0,0,0,0,0,0,0,0,0,0,0
48353,10330,145.20071187424986,10330,155176,700660,862,242,27,99,0,0,0,0,0,0,0,0,0,0
48355,757319,5475.101239229392,757319,12442972,51153540,36279,16076,6782,4948,4096,867,791,0,0,0,0,0,0,0
48357,27747,376.7983597234044,27747,411622,1960805,2510,1174,285,322,220,80,0,0,0,0,0,0,0,0
48359,630,4.393066502791757,630,13968,47538,54,0,0,54,0,0,0,0,0,0,0,0,0,0
48361,274134,2728.634635037778,156576,3278496,14050200,6163,2214,780,554,33,0,0,0,0,0,0,0,0,0
48363,14449,171.0850189360744,14449,189904,805446,2191,1251,144,54,80,0,0,0,0,0,0,0,0,0
48365,44724,441.62749330324937,44724,598854,2881291,2544,1076,293,245,100,0,0,0,0,0,0,0,0,0
48367,249173,2345.390464579422,207813,2815261,14116133,17889,9926,2704,1797,626,231,0,0,0,0,0,0,0,0
48369,4141,48.22563728850215,4141,53352,261954,635,285,0,0,0,0,0,0,0,0,0,0,0,0
48371,16868,222.6761381565994,16868,306101,1137504,1488,438,169,163,93,0,0,0,0,0,0,0,0,0
48373,44961,564.6191130701949,44961,623234,2721124,2528,1224,457,265,0,0,0,0,0,0,0,0,0,0
48375,246011,1882.3237562816164,235389,3303277,14009796,15844,7001,2524,2201,1393,351,292,0,0,0,0,0,0,0
48377,549,3.2219095270374267,549,6507,28159,99,33,0,0,0,0,0,0,0,0,0,0,0,0
48379,6274,35.52899823541374,6274,66072,324088,711,330,57,133,0,0,0,0,0,0,0,0,0,0
48381,286872,2811.660692630188,286872,5848917,25033170,13515,6689,2512,1685,718,58,0,0,0,0,0,0,0,0
48383,10725,162.65981502989908,10725,157371,758484,893,377,168,80,120,0,0,0,0,0,0,0,0,0
48387,3286,26.860722306807777,3286,37409,174469,234,76,0,0,0,0,0,0,0,0,0,0,0,0
48389,28139,375.3991557752156,28139,660526,2654107,2206,447,403,340,195,0,0,0,0,0,0,0,0,0
48391,6225,83.56948113520568,6225,109367,468772,519,120,0,100,0,0,0,0,0,0,0,0,0,0
48395,12462,99.74039197916952,12462,352189,1098067,730,166,36,0,0,0,0,0,0,0,0,0,0,0
48397,150303,1268.7038571468452,150303,1714201,8123564,12405,7374,1564,1102,527,214,0,0,0,0,0,0,0,0
48399,1619,22.28763334767398,1619,13622,59784,365,184,132,0,0,0,0,0,0,0,0,0,0,0
48401,47478,477.6472081538234,47478,630053,2978997,3449,1527,461,206,158,0,0,0,0,0,0,0,0,0
48403,8220,129.43017576546936,8220,138226,616269,358,165,0,0,0,0,0,0,0,0,0,0,0,0
48405,4045,39.794774766097106,4045,39612,187060,361,118,0,0,0,0,0,0,0,0,0,0,0,0
48407,1894,12.487038113213453,1894,20865,105633,439,296,0,0,0,0,0,0,0,0,0,0,0,0
48409,90356,683.4326392271973,90356,1624902,7926402,4539,1995,632,307,84,225,0,0,0,0,0,0,0,0
48411,1065,34.30785770199761,1065,12278,53593,162,0,88,0,0,0,0,0,0,0,0,0,0,0
48413,1680,27.725147537589283,1680,14380,67140,120,0,0,0,0,0,0,0,0,0,0,0,0,0
48415,31390,436.0253184578662,31390,515204,2249887,2359,636,144,234,160,0,0,0,0,0,0,0,0,0
48417,7961,132.97755101285622,7961,126398,743843,496,281,0,60,60,0,0,0,0,0,0,0,0,0
48419,16630,307.4920133119121,16630,189637,932451,1722,727,277,0,0,0,0,0,0,0,0,0,0,0
48421,264,3.231673206332741,264,4510,17842,66,0,0,0,0,0,0,0,0,0,0,0,0,0
48423,587578,4900.12831640442,474919,7735281,31874948,29192,13604,5168,3770,2652,305,28,0,0,0,0,0,0,0
48425,17751,142.12856833176875,17751,803753,2371574,539,140,0,0,0,0,0,0,0,0,0,0,0,0
48427,3369,89.45721464775829,3369,38177,165253,550,292,60,30,0,0,0,0,0,0,0,0,0,0
48429,8383,99.71228491426108,8383,117974,560403,989,500,136,80,0,0,0,0,0,0,0,0,0,0
48431,936,6.469056380527261,936,27594,82170,54,0,0,0,0,0,0,0,0,0,0,0,0,0
48433,216,3.9326731107113044,216,1602,6642,54,0,0,0,0,0,0,0,0,0,0,0,0,0
48435,1756,27.51637626215725,1756,32648,119898,258,102,0,0,0,0,0,0,0,0,0,0,0,0
48437,110,0.564198990652039,110,760,3730,30,0,0,0,0,0,0,0,0,0,0,0,0,0
48439,7292158,58775.493073942394,5980749,101696711,412292573,208801,95337,35421,27949,24536,10720,7921,1304,270,0,0,0,0,0
48441,221721,1977.3855982137536,221721,2765714,12342978,15899,7821,2680,1896,864,284,0,0,0,0,0,0,0,0
48445,4615,58.60155867421428,4615,59642,240943,692,226,72,0,0,0,0,0,0,0,0,0,0,0
48447,225,2.51740385120672,225,2910,7470,45,0,0,0,0,0,0,0,0,0,0,0,0,0
48449,97598,1073.9173134335924,97598,874910,3869528,2889,1103,273,90,99,0,0,0,0,0,0,0,0,0
48451,182669,1885.724666171557,182669,2345858,10806597,13144,5990,2504,1494,1052,60,0,0,0,0,0,0,0,0
48453,3663266,22489.610538775563,3089847,52134637,231321687,145659,74518,24249,18192,13674,5409,3909,768,0,0,0,0,0,0
48455,6988,120.39950070959405,6988,84493,372376,327,136,0,0,0,0,0,0,0,0,0,0,0,0
48457,4352,121.91618173877698,4352,54041,240805,449,237,39,0,21,0,0,0,0,0,0,0,0,0
48459,13923,112.040238659007,13923,163494,744137,1970,1150,165,135,0,0,0,0,0,0,0,0,0,0
48461,14087,150.83356527842503,14087,234660,1081954,763,80,0,99,0,0,0,0,0,0,0,0,0,0
48463,16521,253.10140657605524,16521,182052,826790,1963,673,388,76,88,0,0,0,0,0,0,0,0,0
48465,23002,362.3304381609571,23002,261853,1171351,1563,905,240,30,56,0,0,0,0,0,0,0,0,0
48467,50476,435.32768347194946,50476,589937,2766529,4587,2426,568,264,105,0,0,0,0,0,0,0,0,0
48469,193659,1760.9531873654707,193659,2534811,10765456,11323,4737,1988,1471,749,0,0,0,0,0,0,0,0,0
48471,78813,562.4707477314645,78813,1002628,3837564,4007,1748,150,379,80,0,0,0,0,0,0,0,0,0
48473,133000,1300.547472462153,114059,1763952,8609687,6192,2569,624,487,509,40,0,0,0,0,0,0,0,0
48475,26574,395.76732189937644,26574,433526,2054577,1873,700,245,186,155,140,0,0,0,0,0,0,0,0
48477,48705,429.20355884803286,48705,624838,2760032,4579,2167,985,402,21,132,0,0,0,0,0,0,0,0
48479,233838,2017.9362926252593,233838,1940377,8790402,15363,8010,2523,1596,1274,165,324,0,0,0,0,0,0,0
48481,60593,625.6635657361842,60593,805060,3572477,4511,1955,680,419,252,60,0,0,0,0,0,0,0,0
48483,2601,46.189983760630675,2601,47250,188335,479,133,150,60,0,0,0,0,0,0,0,0,0,0
48485,270581,2541.1949735440244,227717,2976540,12439697,15303,7896,2196,1237,1168,45,0,0,0,0,0,0,0,0
48487,2653,40.13995466060162,2653,32116,135924,646,353,0,0,0,0,0,0,0,0,0,0,0,0
48489,8696,120.14340227622624,8696,98508,406266,70,0,0,0,0,0,48,0,0,0,0,0,0,0
48491,1049076,7648.396539396564,919151,13235210,61476075,61525,32643,11092,6901,5555,1074,554,105,0,0,0,0,0,0
48493,24471,288.67658588481015,24471,318319,1531339,3660,2135,531,298,28,0,0,0,0,0,0,0,0,0
48495,22214,380.405011508281,22214,504381,2036119,1196,305,152,33,120,66,0,0,0,0,0,0,0,0
48497,119285,1608.7654523016072,119285,1626792,7625785,9168,4192,1637,944,542,60,0,0,0,0,0,0,0,0
48499,27242,221.59330932626253,27242,319907,1540123,3518,1714,413,186,28,0,0,0,0,0,0,0,0,0
48501,11318,152.48703818776218,11318,223749,955007,1045,185,231,131,80,0,0,0,0,0,0,0,0,0
48503,23567,280.580651978762,23567,355172,1455400,3465,1934,572,0,60,0,0,0,0,0,0,0,0,0
48505,3421,55.75333603635442,3421,54856,263939,261,80,0,0,0,0,0,0,0,0,0,0,0,0
48507,260,2.4986785460806207,260,4420,18540,69,0,0,0,0,0,0,0,0,0,0,0,0,0
48999,19433335,34779.819551272,19433335,287580821,1188976867,25118,7300,1610,613,1198,836,1801,2815,4104,3929,702,1344,1134,594
49001,2804,53.12045734715428,2804,30051,141679,419,188,51,0,0,0,0,0,0,0,0,0,0,0
49003,187214,1770.8753254195253,187214,2727209,10831335,6651,3402,783,425,199,0,0,0,0,0,0,0,0,0
49005,492437,4164.640760614168,492437,7504116,30947944,21199,11649,2728,2500,1039,96,153,0,0,0,0,0,0,0
49007,38985,762.7482783969215,38985,576300,2434620,2250,801,135,67,0,0,0,0,0,0,0,0,0,0
49009,18,0.38306498511871784,18,48,1644,6,0,0,0,0,0,0,0,0,0,0,0,0,0
49011,877199,6795.369368509074,729909,9301810,41964673,38616,20833,5829,4365,2606,623,635,0,0,0,0,0,0,0
49013,32749,414.2665908773545,32749,628296,2317950,4434,2399,792,424,66,0,0,0,0,0,0,0,0,0
49015,17896,575.2345861992053,17896,324967,1330277,937,237,90,216,0,0,0,0,0,0,0,0,0,0
49017,314,2.099675477389447,314,5160,24380,76,32,0,0,0,0,0,0,0,0,0,0,0,0
49019,3924,45.20085890615083,3924,25331,153333,920,601,199,24,0,0,0,0,0,0,0,0,0,0
49021,94007,796.1027105575248,94007,838743,3838654,8334,3994,1401,471,336,0,0,0,0,0,0,0,0,0
49023,13913,134.1487204632778,13913,173017,922630,941,325,21,0,0,0,0,0,0,0,0,0,0,0
49025,2582,26.622080018216348,2582,20521,109094,485,284,48,24,24,0,0,0,0,0,0,0,0,0
49027,12171,84.27235182354724,12171,270085,1111472,652,204,39,0,0,0,0,0,0,0,0,0,0,0
49029,11314,75.69069784649456,11314,117028,554536,1598,906,271,176,0,0,0,0,0,0,0,0,0,0
49033,330,2.09000071489207,330,1975,10215,80,25,0,0,0,0,0,0,0,0,0,0,0,0
49035,3932352,30637.14337812198,3697126,57422112,242713758,165997,83124,28045,21366,17063,6509,4240,488,229,144,108,0,0,0
49037,3607,48.18232787949614,3607,31319,143735,470,255,0,0,0,0,0,0,0,0,0,0,0,0
49039,11887,110.44183060034436,11887,112023,532063,1982,930,88,0,0,0,0,0,0,0,0,0,0,0
49041,25421,403.43393045201844,25421,274043,1203097,1883,680,298,195,0,0,0,0,0,0,0,0,0,0
49043,90955,563.1203787412361,90955,956529,3949883,8139,5407,930,573,89,0,0,0,0,0,0,0,0,0
49045,49759,420.3874222559438,49759,536421,2478355,4794,2839,534,401,75,0,0,0,0,0,0,0,0,0
49047,58417,717.5441421984315,58417,911139,4429818,6706,3646,1007,750,176,0,0,0,0,0,0,0,0,0
49049,1232089,9011.448416175572,1127315,14483242,59106260,71126,39279,12597,8153,4983,1790,961,60,0,0,0,0,0,0
49051,36895,237.4985300000259,36895,696875,3077262,5803,3874,757,313,45,0,0,0,0,0,0,0,0,0
49053,324268,2383.6957201020377,316958,3367474,15046530,33319,18465,6498,3084,2236,235,0,0,0,0,0,0,0,0
49055,247,0.9691436072141023,247,1950,7917,65,0,39,0,0,0,0,0,0,0,0,0,0,0
49057,780656,6509.743379793873,633960,7502895,33577504,32745,17670,4949,3763,2322,538,76,0,0,0,0,0,0,0
49999,3476428,4685.594329686088,3476428,37801354,174569063,5417,1899,501,0,0,0,306,510,306,1173,408,357,357,0
50001,17910,230.34771404569562,17910,190094,914696,3852,2699,188,249,18,0,0,0,0,0,0,0,0,0
50003,43508,713.8975352766229,43508,399118,1932524,4069,2438,419,195,30,0,0,0,0,0,0,0,0,0
50005,23901,484.76960298514035,23901,245802,1218378,2491,1563,343,60,18,18,0,0,0,0,0,0,0,0
50007,261360,2725.0166664830444,261360,3825854,17680659,19160,9893,3042,2425,1316,186,258,0,0,0,0,0,0,0
50009,369,16.52673453286099,369,3788,18384,156,130,0,0,0,0,0,0,0,0,0,0,0,0
50011,20503,312.71310406139094,20503,247903,1134519,4002,2498,733,111,30,0,0,0,0,0,0,0,0,0
50013,468,9.882140337012613,468,4511,22813,172,126,0,0,0,0,0,0,0,0,0,0,0,0
50015,20203,217.0413037134581,20203,315604,1554282,2845,2022,243,30,0,0,0,0,0,0,0,0,0,0
50017,15954,141.28517278665862,15954,178372,916318,2552,1732,168,0,0,0,0,0,0,0,0,0,0,0
50019,12676,179.26294509143773,12676,139926,737540,2704,1772,234,54,0,0,0,0,0,0,0,0,0,0
50021,61321,874.1681463939832,61321,822611,3486116,7583,4648,1113,535,162,18,0,0,0,0,0,0,0,0
50023,49601,651.0245586604815,49601,562730,2752740,7590,4800,992,471,123,0,0,0,0,0,0,0,0,0
50025,56822,781.9949762360718,56822,674554,3160474,5415,3506,727,213,0,0,0,0,0,0,0,0,0,0
50027,63346,1056.9254716467285,63346,805977,3517435,6913,4372,785,359,39,18,0,0,0,0,0,0,0,0
50999,4882,45.82080508728794,4882,40515,147746,704,578,0,0,0,0,0,0,0,0,0,0,0,0
51001,15213,107.6428390290118,15213,185459,789699,1555,976,33,108,0,0,0,0,0,0,0,0,0,0
51003,120699,837.9956238996488,120699,1483544,6454454,8614,4332,1189,1180,472,93,21,0,0,0,0,0,0,0
51005,1805,30.304904837196617,1805,16219,70106,390,155,0,0,0,0,0,0,0,0,0,0,0,0
51007,11630,97.83600984646311,11630,109100,523176,1222,539,191,57,60,0,0,0,0,0,0,0,0,0
51009,20490,285.2062869769142,20490,222856,1006667,2201,1190,253,87,0,0,0,0,0,0,0,0,0,0
