FIPS,emp_total_county_naics,emp_occupation,emp,qp1,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
1001,23060,288.62512983911233,23060,293275,1278447,2806,1363,482,130,32,0,0,0,0,0,0,0,0,0
1003,336985,3596.3877825898976,336985,4080329,18026558,25490,13502,4200,2950,1366,241,21,0,0,0,0,0,0,0
1005,25322,312.6131424862583,25322,261186,980777,1087,404,40,0,0,0,0,0,0,0,0,0,0,0
1007,19611,224.74354630196424,19611,299619,1400868,831,280,63,0,0,54,0,0,0,0,0,0,0,0
1009,32406,392.08066983865046,32406,360149,1640600,4143,2401,300,267,117,0,0,0,0,0,0,0,0,0
1011,288,21.490737813598756,288,3288,14968,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,40157,328.5303273815888,40157,300739,1299511,987,321,24,74,0,0,0,0,0,0,0,0,0,0
1015,269687,3940.2288579392057,269687,2998383,12585608,9080,3651,1094,1082,325,28,324,0,0,0,0,0,0,0
1017,88415,824.7935341348358,88415,630731,2689134,2053,830,287,78,0,132,0,0,0,0,0,0,0,0
1019,5596,90.79276418457674,5596,74614,373254,639,173,24,102,0,0,0,0,0,0,0,0,0,0
1021,25634,439.40011576472614,25634,286674,1327847,3237,1700,371,165,21,0,0,0,0,0,0,0,0,0
1023,3138,188.67362979249532,3138,35587,167861,399,224,60,40,24,0,0,0,0,0,0,0,0,0
1025,22704,524.9303888215752,22704,289886,1347001,1320,427,344,24,21,0,0,0,0,0,0,0,0,0
1027,58114,459.75913783698996,58114,663152,2448375,469,193,48,0,0,0,0,0,0,0,0,0,0,0
1029,1967,61.129437607717115,1967,18612,90056,359,104,21,0,0,0,0,0,0,0,0,0,0,0
1031,81434,818.9800095280623,81434,862380,4252512,2710,1268,266,205,200,0,208,0,0,0,0,0,0,0
1033,203450,2691.6901966639693,203450,2317562,10021230,6015,1590,831,325,318,0,84,0,0,0,0,0,0,0
1035,1892,113.20076574407629,1892,22431,90223,316,147,48,24,0,0,0,0,0,0,0,0,0,0
1037,1358,21.659224499782507,1358,18082,78738,96,18,0,0,0,0,0,0,0,0,0,0,0,0
1039,26504,293.536016227568,26504,384136,1690487,2374,1156,487,91,0,0,0,0,0,0,0,0,0,0
1041,3520,97.3849392344735,3520,30444,161044,550,233,72,78,0,0,0,0,0,0,0,0,0,0
1043,182691,2288.650432502076,182691,2080755,8846158,8319,4078,1269,517,429,177,0,0,0,0,0,0,0,0
1045,80317,2150.6141216776955,80317,1521844,5957051,1865,677,204,73,0,0,0,0,0,0,0,0,0,0
1047,51338,461.10214745914175,51338,357538,1479349,1719,644,135,40,0,0,0,0,0,0,0,0,0,0
1049,155891,1926.5359206673256,155891,2215123,8307667,4784,1882,468,259,0,0,117,0,0,0,0,0,0,0
1051,36011,478.7229337919075,36011,414305,1886586,5131,2858,826,189,21,0,0,0,0,0,0,0,0,0
1053,21329,457.62187992515834,21329,233782,1229688,1917,876,374,117,28,0,0,0,0,0,0,0,0,0
1055,153879,2161.4875026394434,153879,1354757,5854388,7599,2682,1426,1204,629,21,0,0,0,0,0,0,0,0
1057,4252,104.61524020344552,4252,31217,146778,609,261,64,0,0,0,0,0,0,0,0,0,0,0
1059,53361,765.6810799980707,53361,536395,2577390,1796,586,40,48,117,0,0,0,0,0,0,0,0,0
1061,20506,358.48244696279227,20506,181787,809263,1293,689,78,0,0,0,0,0,0,0,0,0,0,0
1063,104,7.7424045925757055,104,992,5272,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,3221,79.12080828381941,3221,32897,164737,337,97,32,0,0,0,0,0,0,0,0,0,0,0
1067,28372,336.92290316577083,28372,1075432,3075238,777,333,60,0,0,0,0,0,0,0,0,0,0,0
1069,218627,2445.1696743681564,218627,2480156,11457507,11410,4951,2003,1429,932,108,0,0,0,0,0,0,0,0
1071,40350,538.3818131232015,40350,422181,1870688,2748,1259,284,170,0,0,0,0,0,0,0,0,0,0
1073,1994985,22184.954841604143,1936038,30406893,125512854,69961,29540,12391,9806,7555,2877,1533,340,208,0,0,0,0,0
1075,4874,147.88406367489506,4874,76905,322338,462,208,40,0,0,0,0,0,0,0,0,0,0,0
1077,108887,1362.6938677555152,108887,1078726,4544808,6933,2868,1044,747,217,63,0,0,0,0,0,0,0,0
1079,8855,95.88358060223834,8855,133845,595168,937,285,60,0,0,0,0,0,0,0,0,0,0,0
1081,398046,4349.1058300151435,398046,4170148,17835279,14187,6359,2209,1330,767,322,776,0,0,0,0,0,0,0
1083,102136,1194.6403363195461,102136,1272469,6017524,7471,3901,834,594,449,63,132,0,0,0,0,0,0,0
1085,152,11.328291488452425,152,1760,8160,40,24,0,0,0,0,0,0,0,0,0,0,0,0
1087,2069,23.623581994081217,2069,21679,108264,173,51,0,0,0,0,0,0,0,0,0,0,0,0
1089,1450777,15154.027518445015,1450777,26358684,110424121,41037,18054,6698,4512,4150,1617,1673,435,155,0,0,0,0,0
1091,19713,245.36814651575597,19713,302091,1212731,998,457,0,87,0,0,0,0,0,0,0,0,0,0
1093,61946,639.0832315778819,61946,478385,2236906,1128,528,72,30,0,0,84,0,0,0,0,0,0,0
1095,240522,2545.3590278078364,231207,2225763,9836375,7854,3124,1033,779,339,33,340,0,0,0,0,0,0,0
1097,1074138,11991.412468446966,1001481,14280349,60483147,42930,18826,6997,6790,4797,1199,942,0,0,0,0,0,0,0
1099,13808,376.33722096636114,13808,181436,804218,837,306,127,0,0,0,54,0,0,0,0,0,0,0
1101,609123,5389.651884157781,609123,6895410,29076891,23098,8924,3882,3396,2466,873,500,156,0,0,0,0,0,0
1103,536602,7316.1947488966925,389722,6659071,28318487,14758,5380,2634,1482,1233,360,261,0,0,0,0,0,0,0
1105,1232,7.420770558627503,1232,10428,35134,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,19622,279.6622362653031,19622,207739,1003871,780,322,24,0,0,0,0,0,0,0,0,0,0,0
1109,32870,488.40049937366405,32870,348106,1581866,1499,552,104,60,21,0,0,0,0,0,0,0,0,0
1111,18401,340.5940843352349,18401,206064,803651,1039,391,76,0,0,0,0,0,0,0,0,0,0,0
1113,21365,210.8275249658521,21365,180755,773384,2125,1027,230,244,100,0,0,0,0,0,0,0,0,0
1115,156162,1655.0845315890183,156162,1661292,7275179,7478,3311,1080,680,285,0,176,0,0,0,0,0,0,0
1117,529319,4061.565415807485,508349,7935007,32754285,27133,11779,4525,3809,2836,1003,416,0,0,0,0,0,0,0
1119,607,28.166584518484665,607,5412,24789,120,24,0,0,0,0,0,0,0,0,0,0,0,0
1121,201142,2765.3692175418632,201142,2023767,8573471,4739,1669,529,238,156,183,132,0,0,0,0,0,0,0
1123,105042,1009.3024328582298,105042,982616,3993313,2825,830,374,112,24,132,0,0,0,0,0,0,0,0
1125,660124,7980.949465089724,660124,7742339,32550085,17726,7511,2489,2252,2019,274,176,288,0,0,0,0,0,0
1127,48593,838.6682533159412,48593,799989,3000675,4033,1893,521,350,150,0,0,0,0,0,0,0,0,0
1129,23637,409.62163270935633,23637,638417,2556903,500,129,64,40,0,0,0,0,0,0,0,0,0,0
1131,2017,63.23659777281465,2017,18473,87566,200,87,24,0,0,0,0,0,0,0,0,0,0,0
1133,72916,965.6509007344777,72916,770526,3154936,1445,411,48,0,84,0,84,84,0,0,0,0,0,0
1999,2971359,5298.636604438719,2971359,26531574,116673344,6302,2209,472,0,0,0,520,780,780,676,208,312,0,0
2013,218,2.980351765813532,218,2304,9440,51,33,18,0,0,0,0,0,0,0,0,0,0,0
2016,301,3.9469251982625355,301,4165,15778,77,56,0,0,0,0,0,0,0,0,0,0,0,0
2020,590869,6680.354742532854,590869,11178285,50284521,32263,15930,5474,4471,3251,1143,511,123,42,0,0,0,0,0
2050,3720,74.88540959423406,3720,40695,172669,578,400,51,27,0,0,0,0,0,0,0,0,0,0
2060,465,11.769451798485122,465,4134,26247,117,69,0,0,0,0,0,0,0,0,0,0,0,0
2068,16,0.5441837078265177,16,118,3494,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2070,204,5.277211221855334,204,2733,14845,45,20,0,0,0,0,0,0,0,0,0,0,0,0
2090,96993,1544.5888216094497,96993,1771972,8391801,10010,5378,1841,1082,557,63,0,0,0,0,0,0,0,0
2100,423,3.912070300763702,423,4355,37319,106,46,0,0,0,0,0,0,0,0,0,0,0,0
2105,356,5.482948988496799,356,3514,22296,109,105,0,0,0,0,0,0,0,0,0,0,0,0
2110,37613,773.7357165751158,37613,948494,3787913,3133,1490,561,363,0,0,0,0,0,0,0,0,0,0
2122,44200,677.1747811801278,44200,767904,3658724,7313,4631,1318,341,0,0,0,0,0,0,0,0,0,0
2130,5916,97.31618237782251,5916,82984,385289,886,476,0,57,0,0,0,0,0,0,0,0,0,0
2150,3205,58.92186671808775,3205,39108,194571,705,350,113,0,0,0,0,0,0,0,0,0,0,0
2158,400,11.080962284420977,400,5418,21100,107,69,0,0,0,0,0,0,0,0,0,0,0,0
2164,540,13.581265928082138,540,3788,18094,72,0,45,0,0,0,0,0,0,0,0,0,0,0
2170,75449,847.3040743818292,75449,1213969,6139266,12021,7581,2115,1030,255,0,0,0,0,0,0,0,0,0
2180,1422,30.158472196385443,1422,37558,155858,156,60,0,0,0,0,0,0,0,0,0,0,0,0
2185,41451,350.7135153329714,41451,1661925,6640114,609,138,0,108,45,0,0,0,0,0,0,0,0,0
2188,577,9.024141144154422,577,12670,59115,33,6,0,0,0,0,0,0,0,0,0,0,0,0
2195,49,2.01023759611462,49,854,4279,48,48,0,0,0,0,0,0,0,0,0,0,0,0
2198,2309,27.001617142582102,2309,29735,127692,209,47,0,0,0,0,0,0,0,0,0,0,0,0
2220,1112,9.83039263489813,1112,23663,78412,262,150,0,51,0,0,0,0,0,0,0,0,0,0
2230,8,0.258810353003292,8,46,504,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2240,12768,395.03783034429784,12768,388278,1754653,256,119,0,0,0,0,0,0,0,0,0,0,0,0
2261,3093,32.29141377326476,3093,47771,243842,608,318,119,0,0,0,0,0,0,0,0,0,0,0
2275,36,0.8169010954911413,36,234,1256,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2290,345,8.162396841128286,345,3145,17404,125,100,0,0,0,0,0,0,0,0,0,0,0,0
2999,23715,467.15976290286994,23715,655718,2484837,565,343,0,0,0,0,0,0,0,0,0,0,0,0
4001,10391,71.93007464633389,10391,249755,989003,597,303,48,0,0,0,0,0,0,0,0,0,0,0
4003,65707,552.6338395850969,65707,899425,3859363,6818,3536,1096,500,413,21,0,0,0,0,0,0,0,0
4005,277366,2504.991925168863,274454,4745485,23140276,13104,6959,2279,1445,467,52,0,0,0,0,0,0,0,0
4007,54335,1299.0018956257052,54335,1107465,3844819,3188,1993,322,84,45,0,0,0,0,0,0,0,0,0
4009,18960,234.90785718756703,18960,211205,990705,1839,999,198,0,0,0,0,0,0,0,0,0,0,0
4011,76429,2189.050232762357,76429,1887955,6057303,69,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,2172,54.00148884520906,2172,20014,84584,413,201,60,33,0,0,0,0,0,0,0,0,0,0
4013,11711218,81752.08853298143,9881598,151264144,665523082,436086,221035,73575,52153,45419,20998,13662,3415,564,174,0,0,0,0
4015,190967,1642.3891725468325,190967,1920101,8811089,20667,11088,4114,1978,1249,194,0,0,0,0,0,0,0,0
4017,47987,405.0932882697294,47987,581497,2541825,6325,3309,1365,423,0,0,0,0,0,0,0,0,0,0
4019,1864752,15060.739470389984,1719232,32853109,119023990,86240,43023,16762,11213,7287,2643,1328,204,0,0,0,0,0,0
4021,274913,3003.5322535599935,270421,3305496,14598023,18636,10818,3002,1539,840,300,48,48,0,0,0,0,0,0
4023,11209,151.7539120561927,11209,102154,447192,1723,1050,153,70,0,0,0,0,0,0,0,0,0,0
4025,272104,2654.350645149635,265672,3540360,14290918,27466,16025,5176,2768,1052,221,0,0,0,0,0,0,0,0
4027,201894,1718.7885858935515,201894,2303543,9557014,14238,6652,2906,1680,694,100,21,0,0,0,0,0,0,0
4999,4931724,5981.985778030563,4931724,41773473,173815936,8340,4025,453,0,485,0,459,663,408,1173,306,306,357,204
5001,15355,166.68274905338302,15355,193476,870341,1295,657,32,185,0,0,0,0,0,0,0,0,0,0
5003,16970,283.74865615662407,16970,188814,839108,1146,268,60,48,0,0,0,0,0,0,0,0,0,0
5005,31854,480.02370420076005,31854,273507,1176899,3180,1734,510,121,60,0,0,0,0,0,0,0,0,0
5007,435724,5197.4164220778575,412294,5662750,23480586,26273,14072,4511,2719,1427,568,416,0,0,0,0,0,0,0
5009,55270,940.5221834405565,55270,544921,2486623,2995,961,598,191,28,0,0,0,0,0,0,0,0,0
5011,7056,239.72229953843302,7056,134227,446706,602,375,64,24,0,0,0,0,0,0,0,0,0,0
5013,1142,15.405246321778861,1142,10708,41140,122,0,24,0,0,0,0,0,0,0,0,0,0,0
5015,16572,171.56745603099645,16572,159244,694794,1564,684,96,0,0,0,0,0,0,0,0,0,0,0
5017,3800,70.42376914858518,3800,39813,226866,401,21,0,0,0,0,0,0,0,0,0,0,0,0
5019,13976,442.40458573758224,13976,165404,709511,1024,308,231,32,24,0,0,0,0,0,0,0,0,0
5021,3923,69.78518121161834,3923,56247,228850,522,176,0,0,0,0,0,0,0,0,0,0,0,0
5023,18276,426.0751862091325,18276,198560,980199,1554,827,156,0,0,0,0,0,0,0,0,0,0,0
5025,544,41.830576403865926,544,5824,27808,64,32,0,0,0,0,0,0,0,0,0,0,0,0
5027,35877,650.2135508583327,35877,483582,2056346,1910,823,78,144,0,0,0,0,0,0,0,0,0,0
5029,9932,87.11219300882775,9932,138957,626963,985,665,36,0,0,0,0,0,0,0,0,0,0,0
5031,179844,1559.7153290388455,179844,1760458,7951693,10579,5006,1356,1320,902,91,156,0,0,0,0,0,0,0
5033,52647,678.6120352845489,52647,553220,2635455,4964,2411,637,239,204,0,0,0,0,0,0,0,0,0
5035,25999,591.9763906027141,25999,283793,1299871,2223,484,511,274,0,0,0,0,0,0,0,0,0,0
5037,5994,100.37423835683794,5994,85040,377707,594,265,0,0,0,0,0,0,0,0,0,0,0,0
5039,6023,198.6153123730792,6023,57513,253443,342,121,85,32,0,0,0,0,0,0,0,0,0,0
5041,5331,66.91825089974522,5331,68968,346759,470,123,0,51,0,0,0,0,0,0,0,0,0,0
5043,8265,244.7307625226445,8265,81337,364926,822,412,84,24,0,0,0,0,0,0,0,0,0,0
5045,162619,1700.94967415984,162619,1716967,8125118,13349,7117,2776,861,445,91,66,0,0,0,0,0,0,0
5047,2402,70.56157490532344,2402,20144,91375,470,188,0,0,0,0,0,0,0,0,0,0,0,0
5049,188,5.789528420857045,188,1580,6956,68,60,0,0,0,0,0,0,0,0,0,0,0,0
5051,141494,1760.9751795515947,141494,1310078,5994166,12024,7283,1429,788,445,28,156,0,0,0,0,0,0,0
5053,9500,219.49147726694707,9500,108729,481854,990,436,76,24,0,0,0,0,0,0,0,0,0,0
5055,63300,1879.9741477831658,63300,582669,2714890,2836,1082,342,160,0,0,0,0,0,0,0,0,0,0
5057,5498,95.94147603938391,5498,107740,372409,730,396,139,15,0,0,0,0,0,0,0,0,0,0
5059,14615,262.5584230069595,14615,195213,847670,1495,688,211,0,0,0,0,0,0,0,0,0,0,0
5061,2666,74.4170393613576,2666,27673,114592,482,165,106,0,0,0,0,0,0,0,0,0,0,0
5063,38938,437.4245369539079,38938,416560,1962925,2662,898,204,57,0,0,0,0,0,0,0,0,0,0
5065,1198,29.106113149066903,1198,8107,36295,318,185,0,0,0,0,0,0,0,0,0,0,0,0
5067,2715,73.12608772244019,2715,36442,145344,340,142,30,0,0,0,0,0,0,0,0,0,0,0
5069,75682,624.0351978375178,75682,704976,3205072,3187,1018,421,367,42,0,0,0,0,0,0,0,0,0
5071,6313,146.95790761459398,6313,61498,269619,1164,544,231,0,0,0,0,0,0,0,0,0,0,0
5073,942,17.45537287558661,942,9018,43648,188,155,0,0,0,0,0,0,0,0,0,0,0,0
5075,7710,122.4474660135025,7710,89336,468036,597,222,39,0,111,0,0,0,0,0,0,0,0,0
5077,2326,28.028175525441416,2326,75118,275616,288,0,108,0,0,0,0,0,0,0,0,0,0,0
5079,508,26.92375443328702,508,3792,15934,126,68,0,0,0,0,0,0,0,0,0,0,0,0
5081,2029,93.34419720579598,2029,25203,112249,239,84,21,0,0,0,0,0,0,0,0,0,0,0
5083,33840,672.8615881208837,33840,307300,1174440,1056,425,104,0,0,0,0,0,0,0,0,0,0,0
5085,38336,564.1792991193328,38336,423484,1939453,4060,2022,685,130,286,0,0,0,0,0,0,0,0,0
5087,4496,70.00143345612413,4496,35905,159849,733,337,147,0,0,0,0,0,0,0,0,0,0,0
5089,4009,49.698117718949334,4009,25551,110900,339,212,0,0,0,0,0,0,0,0,0,0,0,0
5091,49637,553.5267476812594,49637,478762,2288162,2995,948,436,80,111,0,0,0,0,0,0,0,0,0
5093,177233,3805.80140925627,177233,4448490,19155769,2624,619,183,138,54,0,0,0,99,0,0,0,0,0
5095,2402,45.934316408194036,2402,29682,147283,241,98,0,0,0,0,0,0,0,0,0,0,0,0
5097,1217,36.124594218541446,1217,11619,54899,235,158,0,0,0,0,0,0,0,0,0,0,0,0
5099,576,31.12025875262108,576,6204,26876,124,36,24,0,0,0,0,0,0,0,0,0,0,0
5101,437,11.479594303171476,437,2755,12198,114,57,57,0,0,0,0,0,0,0,0,0,0,0
5103,101329,1426.0750135941748,101329,1692042,7077812,1298,453,125,24,0,0,0,0,0,0,0,0,0,0
5105,1355,7.931595522490758,1355,10417,44398,177,30,0,0,0,0,0,0,0,0,0,0,0,0
5107,897,20.764828123476757,897,5792,25866,218,139,0,0,0,0,0,0,0,0,0,0,0,0
5109,7665,193.38778976050045,7665,73085,324932,521,237,40,0,0,0,0,0,0,0,0,0,0,0
5111,840,32.20472474365281,840,6083,27382,180,105,0,0,0,0,0,0,0,0,0,0,0,0
5113,10312,186.60945631745994,10312,97762,408849,1095,397,113,90,100,0,0,0,0,0,0,0,0,0
5115,127077,1373.8089122794158,127077,1886692,7812001,6293,2644,898,560,308,21,208,0,0,0,0,0,0,0
5117,745,13.883362310749128,745,5772,22419,171,109,0,0,0,0,0,0,0,0,0,0,0,0
5119,1031757,11849.624015650095,922351,11929406,52665426,43841,19331,7878,5767,4567,1730,893,117,0,0,0,0,0,0
5121,45095,227.0192083875245,45095,255060,1180527,922,258,0,105,0,0,0,0,0,0,0,0,0,0
5123,4366,60.949435158294946,4366,53109,239215,585,290,0,0,0,0,0,0,0,0,0,0,0,0
5125,114859,1115.3681588433049,114859,1157421,5162191,11180,5953,2030,899,340,21,0,0,0,0,0,0,0,0
5127,2704,44.92352406890602,2704,33634,147310,197,32,0,0,0,0,0,0,0,0,0,0,0,0
5129,950,24.98528492142176,950,4560,21508,76,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,273202,3292.2945428926428,273202,3704049,14509852,14735,6077,2559,2203,863,365,274,0,0,0,0,0,0,0
5133,13842,165.86426764253912,13842,137057,633162,765,324,155,0,0,0,0,0,0,0,0,0,0,0
5135,1592,32.289840383316,1592,11386,51579,373,270,0,0,0,0,0,0,0,0,0,0,0,0
5137,1023,31.459516674286853,1023,6625,35613,250,110,57,0,0,0,0,0,0,0,0,0,0,0
5139,113385,1275.6366651768803,113385,1699815,7999433,5153,1967,847,543,133,0,57,0,0,0,0,0,0,0
5141,1922,36.890123586005544,1922,15614,78642,382,267,0,0,0,0,0,0,0,0,0,0,0,0
5143,517963,4975.200938976183,514531,5248363,23653998,25600,12455,4545,2662,1836,889,416,0,0,0,0,0,0,0
5145,74510,1239.3531851935086,74510,829062,3687710,6615,3397,1057,342,127,0,0,0,0,0,0,0,0,0
5147,1777,21.31444868931489,1777,20447,95477,160,55,0,0,0,0,0,0,0,0,0,0,0,0
5149,11205,168.72316176151082,11205,100177,458536,898,406,54,0,0,0,0,0,0,0,0,0,0,0
5999,948709,2184.456783816868,948709,6950488,34546538,3975,2120,208,0,0,0,312,156,260,260,0,0,0,0
6001,5209557,29702.16684455428,4582337,126079121,525331714,172616,84793,30328,21098,18087,6601,5676,772,0,0,0,0,0,0
6005,13849,182.67632294941802,13849,163896,736141,2346,1353,356,120,57,0,0,0,0,0,0,0,0,0
6007,237469,1345.485777083288,237469,2709888,12113350,20539,10845,4045,2259,830,105,162,0,0,0,0,0,0,0
6009,20018,138.67322435622413,20018,205157,1027983,3825,2468,658,124,40,0,0,0,0,0,0,0,0,0
6011,7738,86.41715488814481,7738,88296,375763,787,295,39,0,0,0,0,0,0,0,0,0,0,0
6013,1680312,7955.695556123909,1597852,32901872,140489064,102618,58151,16645,11128,8701,2865,1232,246,0,0,0,0,0,0
6015,2382,50.570465252936295,2382,20576,95608,452,247,88,0,0,0,0,0,0,0,0,0,0,0
6017,241298,1328.6622980222535,241298,3630419,16810471,24090,14967,3706,2239,764,0,0,0,0,0,0,0,0,0
6019,1893898,10592.64573914257,1503328,19190301,87527173,78994,37075,14220,10634,7531,3201,1278,312,216,0,0,0,0,0
6021,11921,117.89664914890375,11921,124029,585780,1502,661,113,0,0,0,0,0,0,0,0,0,0,0
6023,133652,1086.9446984232673,126066,1439764,6703896,11146,5549,1844,1077,401,123,57,0,0,0,0,0,0,0
6025,89976,714.0560705299446,89976,1161606,5271577,8449,3904,1524,1053,338,0,0,0,0,0,0,0,0,0
6027,8085,72.2274867107141,8085,146803,597239,1104,567,174,108,0,0,0,0,0,0,0,0,0,0
6029,1274623,8426.018513643205,1250108,18973412,79899633,67725,32006,12005,10472,6338,2070,1015,324,42,0,0,0,0,0
6031,79192,591.7907953458631,79192,1018298,4402616,6035,2985,866,744,180,21,0,0,0,0,0,0,0,0
6033,16001,113.21229175715864,16001,155733,744727,4046,2792,578,83,0,0,0,0,0,0,0,0,0,0
6035,17318,102.93985702086205,17318,166845,920963,975,430,78,40,0,0,0,0,0,0,0,0,0,0
6037,20412136,129096.0435002893,16573074,274633176,1185732573,942567,535970,154418,106982,80202,32703,21640,5136,858,598,126,33,40,0
6039,108655,729.0277821241073,108655,1473578,6605618,9708,5572,1111,661,249,0,0,0,0,0,0,0,0,0
6041,298943,1582.66220994922,296878,4944643,23737368,34625,21371,5740,3120,2268,550,0,0,0,0,0,0,0,0
6043,1653,9.463678065516843,1653,13095,69630,588,390,0,0,0,0,0,0,0,0,0,0,0,0
6045,67974,748.9514063982501,67974,852509,4150405,8456,5347,1098,455,209,0,0,0,0,0,0,0,0,0
6047,149108,1123.3698444789509,149108,1730073,7823438,12882,6241,2340,1619,743,78,42,0,0,0,0,0,0,0
6049,1503,17.53122905646093,1503,42808,181970,179,69,0,0,0,0,0,0,0,0,0,0,0,0
6051,6091,17.686803257597504,6091,63758,351818,1543,1041,332,33,0,0,0,0,0,0,0,0,0,0
6053,420957,2504.9555603518193,415253,5516874,25334464,37738,21835,6408,3821,2265,214,304,0,56,0,0,0,0,0
6055,207968,944.6533664525114,207968,2814697,12977477,15918,8530,2438,1387,904,411,0,0,0,0,0,0,0,0
6057,90159,566.1197858112007,90159,1156751,5520325,15595,9922,2272,1228,468,24,0,0,0,0,0,0,0,0
6059,10746102,61475.80805816654,9118481,156699103,666977243,445153,230735,75216,54188,46486,18286,11137,3528,505,185,0,0,0,0
6061,855270,4091.9456364438474,801891,11700119,53106318,53548,28069,9838,6398,3831,1191,841,0,0,0,0,0,0,0
6063,13101,182.88992672270345,13101,237376,879026,1567,1231,40,0,0,0,0,0,0,0,0,0,0,0
6065,4746543,27960.264951290745,3827536,49442238,219708698,215965,117096,37518,24897,17935,6143,4748,971,318,0,0,0,0,0
6067,2492202,12220.173291492856,2466542,37169359,168423174,133524,69287,23344,15667,12238,4749,3405,564,0,0,0,0,0,0
6069,37382,213.652163346767,37382,517336,2160860,5057,2655,1004,496,236,57,0,0,0,0,0,0,0,0
6071,4675778,29753.646650007722,3706948,47927468,212654599,200994,101517,34792,26129,20103,7264,4032,789,270,0,0,0,0,0
6073,7796295,42906.30784657072,7046969,133724521,552535238,368932,206043,62125,40771,31713,12478,8919,2011,297,0,0,0,0,0
6075,1610187,4640.502663154951,1596797,41778238,175924222,88500,45736,15388,11136,7694,3121,1799,374,0,0,0,0,0,0
6077,1189297,6948.01851825587,1081254,14843062,65487857,58312,27823,10766,6672,4688,2035,1340,0,162,0,0,0,0,0
6079,545646,2960.3048513596923,525346,8422197,36509884,39474,21804,6615,4416,2353,314,63,0,0,0,0,0,0,0
6081,1432536,7494.9288862606345,1412531,35081486,143973457,76041,42232,13959,7856,5147,1426,1166,484,0,30,0,0,0,0
6083,813861,4125.481042229774,781269,13048373,57556417,52881,27595,10474,5940,3387,1260,378,0,0,0,0,0,0,0
6085,5493828,28999.85224310079,4990313,160895235,597540720,204901,105799,35062,24948,19613,8355,4602,1973,153,223,0,0,0,0
6087,299394,1425.1190335382532,296419,4358290,20292674,29153,17019,5112,2964,1209,33,206,0,0,0,0,0,0,0
6089,216844,1564.0319505586936,216844,2995094,13373739,21159,11410,3716,2441,1249,35,57,0,0,0,0,0,0,0
6091,180,1.287489058389198,180,1764,10728,36,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,21943,237.54613528312208,21943,185840,989141,2845,1848,289,116,0,0,0,0,0,0,0,0,0,0
6095,704982,4204.78405053238,669075,11013851,47249162,33649,16952,5392,3501,2361,905,858,0,0,0,0,0,0,0
6097,1002142,5129.275404985388,926337,21244344,83227127,68601,37032,13383,7596,5296,941,730,216,0,0,0,0,0,0
6099,803831,5053.811418458367,681873,8758492,39350066,46450,22227,8671,6546,3757,1344,934,0,0,0,0,0,0,0
6101,136464,808.2841836795005,119214,1597933,7391114,8756,4282,1478,797,378,0,0,0,0,0,0,0,0,0
6103,58739,501.52792581055974,58739,956709,3767332,3480,1937,428,151,0,0,0,0,0,0,0,0,0,0
6105,1144,14.906445374453426,1144,12597,55287,251,150,21,0,0,0,0,0,0,0,0,0,0,0
6107,614802,3176.6708261402637,593734,6947603,29914320,31413,15035,5219,4490,2787,621,507,324,0,0,0,0,0,0
6109,31623,328.4067235998979,31623,408781,2027976,4932,2858,786,274,0,0,0,0,0,0,0,0,0,0
6111,1986036,12220.350540961697,1601944,23678783,103265863,104506,58405,18107,10810,7488,2906,1518,162,0,0,0,0,0,0
6113,367585,2166.752302697841,361125,6003197,28135733,20445,8938,3007,2782,1990,374,0,0,0,0,0,0,0,0
6115,30628,250.14957556896343,30628,521679,2531094,3300,1846,261,116,178,0,0,0,0,0,0,0,0,0
6999,39851780,38659.573035047426,39851780,850279724,3729048173,30532,9285,1534,954,1156,972,1722,3246,4806,6048,1890,1242,1512,1404
8001,1229058,8135.820571509286,1180806,17559039,77607794,64758,32950,9893,7634,6112,2476,799,57,75,0,0,0,0,0
8003,10646,102.37862332511061,10646,122922,596532,1369,506,133,225,0,0,0,0,0,0,0,0,0,0
8005,1535121,7939.5904321709,1489192,25508429,113457447,82354,45451,12403,9060,7009,2735,1787,580,0,0,0,0,0,0
8007,9688,70.25319058127616,9688,82360,310422,1789,1194,268,0,0,0,0,0,0,0,0,0,0,0
8009,469,7.582815156629756,469,4784,20938,114,24,0,0,0,0,0,0,0,0,0,0,0,0
8013,753366,5250.81536247712,702978,12274655,52880909,49352,28628,7266,5168,3350,838,339,0,0,0,0,0,0,0
8014,199659,965.111619467144,199659,4389955,17099567,8014,4412,1025,670,581,0,0,0,0,0,0,0,0,0
8015,19432,143.72458003645258,19432,261703,1115131,3404,2443,430,0,0,0,0,0,0,0,0,0,0,0
8017,3703,63.88462802758552,3703,57983,253483,207,92,69,0,0,0,0,0,0,0,0,0,0,0
8019,5474,37.549512883225006,5474,35868,152740,583,490,0,0,0,0,0,0,0,0,0,0,0,0
